Year,Sex,Age,Lives,Deaths,Cause of Death,Expected Deaths,Adjusted Age
1980,Male,33,75738,2899,Diabetes,2527,33
1980,Male,34,40798,1555,Accidents,1446,34
1980,Male,35,70234,2827,Alzheimer's,2557,35
1980,Male,36,45337,1764,Heart Disease,1735,36
1980,Male,37,17851,708,Accidents,751,37
1980,Male,38,99992,4175,Cancer,3942,38
1980,Male,39,82323,3583,Other,3377,39
1980,Male,40,36519,1534,Other,1597,40
1980,Male,41,87004,4025,Stroke,3929,41
1980,Male,42,99995,4495,COVID-19,4473,42
1980,Male,43,83424,4016,COVID-19,3834,43
1980,Male,44,61469,2920,Kidney Disease,2703,44
1980,Male,45,21635,1073,Other,1011,45
1980,Male,46,79291,3854,Accidents,3692,46
1980,Male,47,10502,539,Other,515,47
1980,Male,48,14663,745,Cancer,700,48
1980,Male,49,73129,3905,Other,3489,49
1980,Male,50,77939,4156,Other,3942,50
1980,Male,51,44491,2431,Accidents,2334,51
1980,Male,52,41857,2405,Alzheimer's,2174,52
1980,Male,53,74135,4080,Other,3951,53
1980,Male,54,50038,2875,Alzheimer's,2737,54
1980,Male,55,77124,4664,Heart Disease,4421,55
1980,Male,56,94017,5620,Cancer,5302,56
1980,Male,57,67481,4019,Heart Disease,3871,57
1980,Male,58,84043,5229,Kidney Disease,5022,58
1980,Male,59,95931,5972,Other,5766,59
1980,Male,60,77951,4979,Other,4755,60
1980,Male,61,67191,4303,Cancer,4199,61
1980,Male,62,86266,5705,Other,5318,62
1980,Male,63,79023,5170,Heart Disease,5035,63
1980,Male,64,26501,1801,Stroke,1706,64
1980,Male,65,20094,1368,Other,1337,65
1980,Male,66,54223,3754,Diabetes,3626,66
1980,Male,67,26048,1838,Other,1782,67
1980,Male,68,10481,752,Other,720,68
1980,Male,69,85087,6136,Heart Disease,5778,69
1980,Male,70,86655,6347,Influenza,6014,70
1980,Male,71,74323,5551,Alzheimer's,5330,71
1980,Male,72,56094,4332,Alzheimer's,4034,72
1980,Male,73,38224,3014,Other,2785,73
1980,Male,74,57556,4480,Cancer,4294,74
1980,Male,75,32812,2532,Influenza,2480,75
1980,Male,76,86139,6906,Stroke,6461,76
1980,Male,77,93075,7579,Heart Disease,6999,77
1980,Male,78,92366,7646,Other,7281,78
1980,Male,79,84844,7043,Other,6607,79
1980,Male,80,19853,1655,Heart Disease,1561,80
1980,Male,81,24582,2082,Stroke,2032,81
1980,Male,82,76295,6618,Other,6072,82
1980,Male,83,34080,2965,Diabetes,2746,83
1980,Male,84,59704,5246,Diabetes,4969,84
1980,Male,85,24523,2165,Stroke,2080,85
1980,Male,86,59902,5427,Alzheimer's,5080,86
1980,Male,87,48401,4432,COVID-19,4167,87
1980,Male,88,10791,984,Alzheimer's,939,88
1980,Male,89,88684,8168,Stroke,7967,89
1980,Male,90,18688,1765,Cancer,1671,90
1980,Male,91,25742,2470,Other,2341,91
1980,Male,92,33599,3311,Other,3045,92
1980,Male,93,72689,7022,Diabetes,6713,93
1980,Male,94,85797,8399,Heart Disease,7841,94
1980,Male,95,81012,8015,Diabetes,7609,95
1980,Male,96,26667,2666,Stroke,2517,96
1980,Male,97,74032,7403,Influenza,7103,97
1980,Male,98,11174,1117,Diabetes,1104,98
1980,Male,99,11214,1121,COVID-19,1087,99
1980,Female,0,71320,222,Influenza,309,0
1980,Female,1,78172,356,Heart Disease,374,1
1980,Female,2,91190,495,Other,390,2
1980,Female,3,17640,94,Other,121,3
1980,Female,4,93614,747,Other,751,4
1980,Female,5,40800,326,COVID-19,366,5
1980,Female,6,13474,143,Heart Disease,124,6
1980,Female,7,84186,771,Cancer,924,7
1980,Female,8,95085,1021,Kidney Disease,1039,8
1980,Female,9,33546,458,Diabetes,393,9
1980,Female,10,93681,1388,Other,1354,10
1980,Female,11,20331,294,Kidney Disease,284,11
1980,Female,12,28852,432,Influenza,424,12
1980,Female,13,65403,1169,Kidney Disease,1147,13
1980,Female,14,45692,791,Other,730,14
1980,Female,15,87556,1642,Cancer,1698,15
1980,Female,16,39677,855,Alzheimer's,733,16
1980,Female,17,57103,1159,COVID-19,1164,17
1980,Female,18,93189,1934,Other,1989,18
1980,Female,19,67554,1487,Other,1520,19
1980,Female,20,44818,1077,Cancer,1016,20
1980,Female,21,11042,262,Stroke,266,21
1980,Female,22,98767,2681,Cancer,2401,22
1980,Female,23,76328,2083,Alzheimer's,1937,23
1980,Female,24,55655,1610,Diabetes,1456,24
1980,Female,25,76248,2114,Diabetes,2165,25
1980,Female,26,85143,2705,Alzheimer's,2290,26
1980,Female,27,31345,1020,Accidents,976,27
1980,Female,28,99801,3238,Other,3075,28
1980,Female,29,16116,517,Stroke,496,29
1980,Female,30,76071,2729,Kidney Disease,2379,30
1980,Female,31,70859,2478,Stroke,2391,31
1980,Female,32,74549,2698,Other,2575,32
1980,Female,33,20082,732,Other,711,33
1980,Female,34,75608,2911,Accidents,2687,34
1980,Female,35,57683,2104,COVID-19,2076,35
1980,Female,36,97120,3748,Alzheimer's,3578,36
1980,Female,37,75036,2961,COVID-19,2889,37
1980,Female,38,89107,3648,Diabetes,3378,38
1980,Female,39,99648,4177,Alzheimer's,4052,39
1980,Female,40,11856,515,Cancer,467,40
1980,Female,41,78910,3698,COVID-19,3365,41
1980,Female,42,24364,1118,Kidney Disease,1090,42
1980,Female,43,14682,659,Heart Disease,625,43
1980,Female,44,26776,1299,Heart Disease,1201,44
1980,Female,45,31534,1585,Cancer,1483,45
1980,Female,46,66944,3304,Alzheimer's,3090,46
1980,Female,47,16517,844,Diabetes,805,47
1980,Female,48,60795,3071,Diabetes,3013,48
1980,Female,49,29794,1556,Influenza,1537,49
1980,Female,50,24561,1328,Stroke,1241,50
1980,Female,51,43696,2415,Alzheimer's,2285,51
1980,Female,52,30949,1734,Cancer,1637,52
1980,Female,53,59446,3448,COVID-19,3146,53
1980,Female,54,82061,4707,Kidney Disease,4558,54
1980,Female,55,56064,3300,Alzheimer's,3071,55
1980,Female,56,52020,3034,Heart Disease,3050,56
1980,Female,57,26552,1604,COVID-19,1552,57
1980,Female,58,11489,707,Stroke,656,58
1980,Female,59,97686,6255,Heart Disease,5959,59
1980,Female,60,23821,1494,Heart Disease,1435,60
1980,Female,61,51972,3435,Heart Disease,3300,61
1980,Female,62,92424,6137,Other,5738,62
1980,Female,63,35393,2398,Heart Disease,2296,63
1980,Female,64,17462,1166,Other,1115,64
1980,Female,65,50043,3500,Accidents,3273,65
1980,Female,66,27695,1928,COVID-19,1810,66
1980,Female,67,48773,3526,Cancer,3262,67
1980,Female,68,69834,5112,Diabetes,4827,68
1980,Female,69,84537,6154,Influenza,5676,69
1980,Female,70,73980,5247,Diabetes,5115,70
1980,Female,71,19735,1436,Stroke,1377,71
1980,Female,72,67002,5064,Heart Disease,4879,72
1980,Female,73,81535,6451,Stroke,6121,73
1980,Female,74,38511,3057,COVID-19,2851,74
1980,Female,75,26730,2086,Other,1978,75
1980,Female,76,68499,5341,Influenza,5207,76
1980,Female,77,15853,1269,Cancer,1196,77
1980,Female,78,20959,1750,Heart Disease,1619,78
1980,Female,79,16515,1354,Heart Disease,1291,79
1980,Female,80,47648,4029,Heart Disease,3874,80
1980,Female,81,23194,1971,Accidents,1861,81
1980,Female,82,41048,3545,Heart Disease,3340,82
1980,Female,83,74344,6526,Other,6086,83
1980,Female,84,11299,1002,Cancer,967,84
1980,Female,85,15580,1370,Diabetes,1313,85
1980,Female,86,21764,1937,Other,1847,86
1980,Female,87,67147,6018,Other,5804,87
1980,Female,88,69636,6514,Heart Disease,6073,88
1980,Female,89,96797,9087,COVID-19,8465,89
1980,Female,90,50643,4783,COVID-19,4511,90
1980,Female,91,95644,9020,Cancer,8611,91
1980,Female,92,83022,8021,Cancer,7457,92
1980,Female,93,97248,9594,COVID-19,9001,93
1980,Female,94,54847,5389,COVID-19,5135,94
1980,Female,95,42763,4167,Accidents,4055,95
1980,Female,96,48732,4863,COVID-19,4536,96
1980,Female,97,18174,1817,COVID-19,1718,97
1980,Female,98,42116,4211,Heart Disease,4165,98
1980,Female,99,33528,3352,Accidents,3303,99
1981,Male,0,64965,244,COVID-19,214,0
1981,Male,1,80231,385,Heart Disease,209,1
1981,Male,2,61804,400,Accidents,439,2
1981,Male,3,88504,446,COVID-19,619,3
1981,Male,4,35389,327,Diabetes,258,4
1981,Male,5,37890,307,Other,356,5
1981,Male,6,68502,694,Kidney Disease,690,6
1981,Male,7,40504,460,Influenza,423,7
1981,Male,8,88769,1081,Alzheimer's,1041,8
1981,Male,9,11282,152,Cancer,147,9
1981,Male,10,79708,1033,Kidney Disease,981,10
1981,Male,11,57457,933,COVID-19,866,11
1981,Male,12,39353,592,Other,617,12
1981,Male,13,46094,762,Heart Disease,746,13
1981,Male,14,96758,1862,COVID-19,1779,14
1981,Male,15,32180,614,Cancer,564,15
1981,Male,16,87253,1695,Other,1937,16
1981,Male,17,41088,832,Heart Disease,731,17
1981,Male,18,19247,396,Heart Disease,401,18
1981,Male,19,56127,1266,Heart Disease,1210,19
1981,Male,20,19455,474,Kidney Disease,435,20
1981,Male,21,85294,2192,Kidney Disease,1988,21
1981,Male,22,85502,2354,Alzheimer's,2293,22
1981,Male,23,52437,1412,COVID-19,1322,23
1981,Male,24,47389,1339,Accidents,1265,24
1981,Male,25,71333,2091,Accidents,1849,25
1981,Male,26,70070,2069,Alzheimer's,1940,26
1981,Male,27,66588,2080,Other,1943,27
1981,Male,28,45401,1523,Other,1304,28
1981,Male,29,84281,2692,COVID-19,2579,29
1981,Male,30,65347,2284,Stroke,2155,30
1981,Male,31,43875,1541,Stroke,1398,31
1981,Male,32,11410,413,Heart Disease,389,32
1981,Male,33,60553,2282,Cancer,2142,33
1981,Male,34,31776,1189,Influenza,1144,34
1981,Male,35,98277,3753,Cancer,3605,35
1981,Male,36,20008,789,Other,727,36
1981,Male,37,35677,1478,Alzheimer's,1328,37
1981,Male,38,14049,580,COVID-19,578,38
1981,Male,39,72671,3098,Other,2873,39
1981,Male,40,23838,1054,Kidney Disease,992,40
1981,Male,41,98726,4415,Heart Disease,4251,41
1981,Male,42,53812,2381,Other,2325,42
1981,Male,43,23839,1134,Other,1077,43
1981,Male,44,34967,1679,COVID-19,1566,44
1981,Male,45,33097,1641,Other,1566,45
1981,Male,46,93749,4606,Stroke,4432,46
1981,Male,47,77930,3943,Accidents,3689,47
1981,Male,48,72769,3744,Heart Disease,3520,48
1981,Male,49,89527,4714,Other,4425,49
1981,Male,50,70747,3820,COVID-19,3517,50
1981,Male,51,44939,2451,COVID-19,2297,51
1981,Male,52,58658,3289,Other,3073,52
1981,Male,53,40285,2229,Accidents,2235,53
1981,Male,54,66425,3782,Influenza,3731,54
1981,Male,55,24455,1449,Influenza,1422,55
1981,Male,56,89173,5361,Alzheimer's,5076,56
1981,Male,57,23188,1431,Stroke,1354,57
1981,Male,58,68668,4306,Alzheimer's,3909,58
1981,Male,59,94619,5987,COVID-19,5582,59
1981,Male,60,29154,1847,Accidents,1787,60
1981,Male,61,72782,4730,Stroke,4493,61
1981,Male,62,69552,4657,Heart Disease,4220,62
1981,Male,63,84339,5545,Cancer,5408,63
1981,Male,64,83159,5710,Heart Disease,5450,64
1981,Male,65,85426,5912,Other,5625,65
1981,Male,66,27320,1958,Other,1853,66
1981,Male,67,16997,1217,Kidney Disease,1150,67
1981,Male,68,62195,4440,Heart Disease,4188,68
1981,Male,69,39919,2889,Other,2771,69
1981,Male,70,23558,1723,Other,1636,70
1981,Male,71,34343,2532,Other,2413,71
1981,Male,72,99574,7454,Stroke,7086,72
1981,Male,73,89556,6852,COVID-19,6425,73
1981,Male,74,51987,4011,Heart Disease,3876,74
1981,Male,75,17652,1379,Heart Disease,1332,75
1981,Male,76,53283,4295,Kidney Disease,4057,76
1981,Male,77,52105,4227,Stroke,3954,77
1981,Male,78,95235,7803,Diabetes,7613,78
1981,Male,79,30525,2535,Heart Disease,2410,79
1981,Male,80,50386,4260,Diabetes,4054,80
1981,Male,81,10088,859,Cancer,826,81
1981,Male,82,26902,2306,Stroke,2187,82
1981,Male,83,31577,2749,COVID-19,2634,83
1981,Male,84,12442,1106,Other,1044,84
1981,Male,85,31560,2823,Heart Disease,2711,85
1981,Male,86,13048,1172,Other,1117,86
1981,Male,87,38393,3504,Cancer,3334,87
1981,Male,88,64907,5976,Other,5688,88
1981,Male,89,28518,2658,Heart Disease,2508,89
1981,Male,90,84575,7907,Other,7435,90
1981,Male,91,21921,2056,Other,1959,91
1981,Male,92,32106,3059,Other,2916,92
1981,Male,93,12720,1231,Other,1143,93
1981,Male,94,88516,8763,Kidney Disease,8332,94
1981,Male,95,13710,1371,Influenza,1279,95
1981,Male,96,42559,4216,COVID-19,4035,96
1981,Male,97,34736,3473,COVID-19,3318,97
1981,Male,98,52686,5268,Other,5156,98
1981,Male,99,50720,5072,Other,4983,99
1981,Female,0,49865,122,COVID-19,262,0
1981,Female,1,42145,154,Other,229,1
1981,Female,2,96052,535,Influenza,433,2
1981,Female,3,10417,67,Other,76,3
1981,Female,4,78025,665,Other,527,4
1981,Female,5,10931,108,Heart Disease,95,5
1981,Female,6,18282,183,Influenza,196,6
1981,Female,7,55673,579,Other,688,7
1981,Female,8,63593,825,Stroke,816,8
1981,Female,9,64920,913,Other,706,9
1981,Female,10,69700,977,Other,830,10
1981,Female,11,45640,679,Other,677,11
1981,Female,12,43981,729,Influenza,648,12
1981,Female,13,59889,961,Cancer,1013,13
1981,Female,14,77830,1354,Stroke,1360,14
1981,Female,15,96996,2080,Cancer,1852,15
1981,Female,16,59284,1188,Diabetes,1134,16
1981,Female,17,43891,961,Accidents,938,17
1981,Female,18,92589,2174,Alzheimer's,2005,18
1981,Female,19,40693,1015,Stroke,879,19
1981,Female,20,76243,1893,Kidney Disease,1681,20
1981,Female,21,95549,2429,Other,2193,21
1981,Female,22,58061,1593,Other,1466,22
1981,Female,23,84655,2211,Other,2187,23
1981,Female,24,15169,425,Influenza,407,24
1981,Female,25,86637,2407,Accidents,2434,25
1981,Female,26,58037,1684,Accidents,1582,26
1981,Female,27,30462,957,Other,861,27
1981,Female,28,57229,1725,Stroke,1710,28
1981,Female,29,74866,2521,Diabetes,2180,29
1981,Female,30,87209,3066,Stroke,2941,30
1981,Female,31,42745,1510,Kidney Disease,1440,31
1981,Female,32,41880,1583,Diabetes,1399,32
1981,Female,33,67116,2536,Cancer,2443,33
1981,Female,34,61079,2375,Heart Disease,2274,34
1981,Female,35,56986,2150,Accidents,2209,35
1981,Female,36,84712,3394,Cancer,3161,36
1981,Female,37,59288,2396,Heart Disease,2331,37
1981,Female,38,16760,715,Alzheimer's,658,38
1981,Female,39,12816,550,Other,518,39
1981,Female,40,48212,2153,Stroke,2057,40
1981,Female,41,55657,2470,Influenza,2447,41
1981,Female,42,65892,2904,Stroke,2917,42
1981,Female,43,96445,4690,COVID-19,4269,43
1981,Female,44,66521,3117,COVID-19,3138,44
1981,Female,45,85570,4212,COVID-19,3996,45
1981,Female,46,29987,1500,Kidney Disease,1416,46
1981,Female,47,93574,4813,Other,4484,47
1981,Female,48,36260,1876,Other,1804,48
1981,Female,49,74188,3762,Alzheimer's,3845,49
1981,Female,50,95908,5355,Cancer,4827,50
1981,Female,51,75988,4372,Other,4054,51
1981,Female,52,97717,5510,Heart Disease,5110,52
1981,Female,53,79361,4424,Other,4325,53
1981,Female,54,85654,5075,Alzheimer's,4667,54
1981,Female,55,93561,5442,Diabetes,5222,55
1981,Female,56,82817,4964,Diabetes,4630,56
1981,Female,57,71710,4424,Alzheimer's,4135,57
1981,Female,58,93010,5753,Stroke,5479,58
1981,Female,59,76097,4748,Other,4380,59
1981,Female,60,77614,5005,Alzheimer's,4679,60
1981,Female,61,85984,5812,Other,5275,61
1981,Female,62,47084,3140,Cancer,2902,62
1981,Female,63,11602,772,Other,741,63
1981,Female,64,60992,4148,COVID-19,3847,64
1981,Female,65,20492,1424,Diabetes,1364,65
1981,Female,66,18438,1255,Cancer,1222,66
1981,Female,67,89008,6291,Other,6081,67
1981,Female,68,73689,5334,Other,5009,68
1981,Female,69,76281,5489,Cancer,5287,69
1981,Female,70,56028,4143,Heart Disease,3931,70
1981,Female,71,64390,4740,COVID-19,4608,71
1981,Female,72,36984,2816,Kidney Disease,2684,72
1981,Female,73,87167,6680,Other,6483,73
1981,Female,74,63545,4991,Stroke,4675,74
1981,Female,75,67019,5325,Heart Disease,4878,75
1981,Female,76,65786,5344,Kidney Disease,4966,76
1981,Female,77,81063,6524,Heart Disease,6347,77
1981,Female,78,86318,6878,Diabetes,6674,78
1981,Female,79,14706,1234,Accidents,1183,79
1981,Female,80,41770,3467,Other,3363,80
1981,Female,81,39026,3332,Heart Disease,3115,81
1981,Female,82,99409,8398,Other,8059,82
1981,Female,83,71900,6253,Stroke,5951,83
1981,Female,84,52728,4702,Cancer,4440,84
1981,Female,85,95321,8329,COVID-19,8203,85
1981,Female,86,84933,7678,Cancer,7267,86
1981,Female,87,55158,5018,Heart Disease,4700,87
1981,Female,88,92082,8466,Influenza,7903,88
1981,Female,89,37115,3414,Other,3254,89
1981,Female,90,27060,2555,Cancer,2441,90
1981,Female,91,30512,2892,Other,2740,91
1981,Female,92,28967,2774,Stroke,2588,92
1981,Female,93,44864,4335,Diabetes,4117,93
1981,Female,94,23744,2312,Other,2216,94
1981,Female,95,48028,4802,Stroke,4497,95
1981,Female,96,32731,3263,Kidney Disease,3128,96
1981,Female,97,90468,8980,Heart Disease,8619,97
1981,Female,98,95251,9525,Cancer,9157,98
1981,Female,99,40142,4014,Cancer,3959,99
1982,Male,0,27528,86,Cancer,73,0
1982,Male,1,85458,340,Influenza,439,1
1982,Male,2,11196,50,Alzheimer's,58,2
1982,Male,3,43998,372,Diabetes,327,3
1982,Male,4,54772,475,Alzheimer's,396,4
1982,Male,5,86898,859,Accidents,922,5
1982,Male,6,87865,863,Accidents,701,6
1982,Male,7,88190,940,Influenza,942,7
1982,Male,8,89969,1010,Cancer,967,8
1982,Male,9,26040,332,Cancer,312,9
1982,Male,10,58917,880,Diabetes,765,10
1982,Male,11,35077,544,Heart Disease,533,11
1982,Male,12,79592,1173,Cancer,1259,12
1982,Male,13,49580,836,Other,729,13
1982,Male,14,21681,395,Other,367,14
1982,Male,15,79018,1655,Stroke,1314,15
1982,Male,16,83776,1646,COVID-19,1562,16
1982,Male,17,56342,1183,Heart Disease,1162,17
1982,Male,18,68032,1507,COVID-19,1393,18
1982,Male,19,72444,1753,Accidents,1441,19
1982,Male,20,84861,2084,Other,1979,20
1982,Male,21,95524,2217,Influenza,2335,21
1982,Male,22,73355,1802,Other,1784,22
1982,Male,23,14169,407,Kidney Disease,379,23
1982,Male,24,95353,2628,Other,2617,24
1982,Male,25,84438,2472,COVID-19,2266,25
1982,Male,26,93907,2861,Kidney Disease,2589,26
1982,Male,27,88343,2681,Other,2657,27
1982,Male,28,15064,498,COVID-19,453,28
1982,Male,29,73566,2385,Other,2298,29
1982,Male,30,51234,1646,Accidents,1729,30
1982,Male,31,85972,2884,Alzheimer's,2831,31
1982,Male,32,59416,2176,Stroke,2058,32
1982,Male,33,69027,2466,Cancer,2472,33
1982,Male,34,28282,1048,Heart Disease,1069,34
1982,Male,35,59655,2264,Heart Disease,2285,35
1982,Male,36,45888,1817,Other,1674,36
1982,Male,37,28545,1146,Heart Disease,1095,37
1982,Male,38,29609,1258,Accidents,1174,38
1982,Male,39,42852,1868,Diabetes,1687,39
1982,Male,40,67978,2934,Alzheimer's,2807,40
1982,Male,41,22502,1012,Cancer,966,41
1982,Male,42,73120,3301,Heart Disease,3272,42
1982,Male,43,97376,4495,Other,4552,43
1982,Male,44,88491,4473,Diabetes,3822,44
1982,Male,45,55075,2719,Kidney Disease,2571,45
1982,Male,46,10671,531,Other,509,46
1982,Male,47,22780,1137,Heart Disease,1076,47
1982,Male,48,38835,1974,Other,1896,48
1982,Male,49,52573,2705,Cancer,2672,49
1982,Male,50,66983,3659,Alzheimer's,3403,50
1982,Male,51,79614,4299,Heart Disease,4203,51
1982,Male,52,56556,3216,Stroke,2954,52
1982,Male,53,77582,4367,Stroke,4207,53
1982,Male,54,21621,1251,Alzheimer's,1201,54
1982,Male,55,27866,1674,Diabetes,1588,55
1982,Male,56,37074,2221,Accidents,2100,56
1982,Male,57,43549,2718,Heart Disease,2566,57
1982,Male,58,63482,3908,Heart Disease,3748,58
1982,Male,59,64629,4082,Accidents,3974,59
1982,Male,60,29597,1852,Other,1771,60
1982,Male,61,58174,3799,Heart Disease,3545,61
1982,Male,62,39863,2614,Cancer,2506,62
1982,Male,63,38646,2655,Alzheimer's,2423,63
1982,Male,64,91142,6204,Cancer,5843,64
1982,Male,65,81277,5740,Cancer,5367,65
1982,Male,66,39982,2831,COVID-19,2641,66
1982,Male,67,74196,5307,Cancer,4840,67
1982,Male,68,44629,3217,Stroke,3069,68
1982,Male,69,56837,4133,Diabetes,3969,69
1982,Male,70,89834,6617,Alzheimer's,6300,70
1982,Male,71,11920,900,Alzheimer's,853,71
1982,Male,72,12906,990,Alzheimer's,935,72
1982,Male,73,35254,2705,Other,2598,73
1982,Male,74,27293,2111,Other,2031,74
1982,Male,75,83683,6802,Accidents,6216,75
1982,Male,76,31323,2471,Other,2384,76
1982,Male,77,28280,2310,Heart Disease,2159,77
1982,Male,78,78628,6523,Diabetes,6194,78
1982,Male,79,71405,5945,Heart Disease,5699,79
1982,Male,80,54571,4599,Other,4307,80
1982,Male,81,84507,7081,Cancer,6696,81
1982,Male,82,70377,5877,Accidents,5741,82
1982,Male,83,64168,5645,Alzheimer's,5385,83
1982,Male,84,75764,6663,Stroke,6342,84
1982,Male,85,11334,1000,Other,959,85
1982,Male,86,19653,1771,Influenza,1703,86
1982,Male,87,25761,2273,Heart Disease,2176,87
1982,Male,88,74256,6824,Cancer,6453,88
1982,Male,89,24429,2273,Heart Disease,2123,89
1982,Male,90,84791,7869,Accidents,7577,90
1982,Male,91,66804,6349,COVID-19,6027,91
1982,Male,92,92000,8910,Stroke,8368,92
1982,Male,93,44848,4367,Heart Disease,4122,93
1982,Male,94,86065,8273,Other,8015,94
1982,Male,95,48060,4802,Accidents,4481,95
1982,Male,96,80724,8072,Diabetes,7663,96
1982,Male,97,65623,6508,Cancer,6403,97
1982,Male,98,41571,4157,Kidney Disease,3982,98
1982,Male,99,60673,6067,Heart Disease,6039,99
1982,Female,0,78175,301,Stroke,222,0
1982,Female,1,55672,185,Stroke,268,1
1982,Female,2,12511,93,Other,71,2
1982,Female,3,26678,169,Other,162,3
1982,Female,4,36581,243,Heart Disease,291,4
1982,Female,5,70214,681,Accidents,580,5
1982,Female,6,83233,685,COVID-19,709,6
1982,Female,7,38966,401,Kidney Disease,394,7
1982,Female,8,37177,480,Influenza,447,8
1982,Female,9,21940,320,Accidents,219,9
1982,Female,10,47670,638,Other,550,10
1982,Female,11,65867,1062,Heart Disease,879,11
1982,Female,12,81739,1331,Kidney Disease,1249,12
1982,Female,13,80991,1369,Kidney Disease,1451,13
1982,Female,14,24852,426,Other,433,14
1982,Female,15,54848,885,Other,938,15
1982,Female,16,25497,500,Heart Disease,510,16
1982,Female,17,74849,1568,Alzheimer's,1447,17
1982,Female,18,13647,313,Alzheimer's,267,18
1982,Female,19,25082,594,Other,537,19
1982,Female,20,16060,393,Accidents,366,20
1982,Female,21,78527,2013,Diabetes,1942,21
1982,Female,22,40885,1052,Diabetes,1037,22
1982,Female,23,20409,510,Diabetes,566,23
1982,Female,24,57149,1648,Other,1573,24
1982,Female,25,94368,2706,Heart Disease,2560,25
1982,Female,26,38172,1210,Other,1137,26
1982,Female,27,44792,1355,Alzheimer's,1320,27
1982,Female,28,48540,1596,Diabetes,1531,28
1982,Female,29,43936,1423,Stroke,1356,29
1982,Female,30,31167,1033,Other,1014,30
1982,Female,31,10024,358,Other,335,31
1982,Female,32,29419,1139,Other,981,32
1982,Female,33,91214,3245,Cancer,3099,33
1982,Female,34,77957,2921,Heart Disease,2906,34
1982,Female,35,58483,2299,Other,2231,35
1982,Female,36,26137,1047,Other,974,36
1982,Female,37,62646,2635,Alzheimer's,2373,37
1982,Female,38,45614,1973,Alzheimer's,1840,38
1982,Female,39,65572,2778,Heart Disease,2608,39
1982,Female,40,81334,3468,Heart Disease,3500,40
1982,Female,41,62549,2772,Heart Disease,2776,41
1982,Female,42,71981,3199,Other,3155,42
1982,Female,43,56993,2577,Cancer,2560,43
1982,Female,44,66469,3230,Cancer,3141,44
1982,Female,45,45994,2232,Other,2182,45
1982,Female,46,32307,1564,Heart Disease,1557,46
1982,Female,47,28426,1450,Stroke,1329,47
1982,Female,48,54920,2872,Diabetes,2675,48
1982,Female,49,54267,2917,Cancer,2652,49
1982,Female,50,24922,1358,COVID-19,1324,50
1982,Female,51,11280,619,Stroke,590,51
1982,Female,52,44810,2426,Diabetes,2364,52
1982,Female,53,63123,3618,COVID-19,3422,53
1982,Female,54,39422,2415,Other,2137,54
1982,Female,55,45478,2679,Heart Disease,2523,55
1982,Female,56,87798,5289,Kidney Disease,4937,56
1982,Female,57,63216,3812,Diabetes,3539,57
1982,Female,58,65049,4023,Accidents,3836,58
1982,Female,59,27183,1778,Heart Disease,1634,59
1982,Female,60,48221,3080,Other,3031,60
1982,Female,61,97496,6247,Cancer,5948,61
1982,Female,62,99023,6446,Cancer,6048,62
1982,Female,63,23678,1614,Other,1489,63
1982,Female,64,60343,4163,Accidents,3754,64
1982,Female,65,44104,3056,Kidney Disease,2890,65
1982,Female,66,27434,1941,Cancer,1799,66
1982,Female,67,81084,5872,Stroke,5450,67
1982,Female,68,72009,5154,COVID-19,4921,68
1982,Female,69,22182,1638,Kidney Disease,1527,69
1982,Female,70,12379,920,Cancer,856,70
1982,Female,71,74915,5753,Influenza,5381,71
1982,Female,72,93410,6912,Cancer,6752,72
1982,Female,73,25683,1951,Heart Disease,1839,73
1982,Female,74,12100,936,Other,917,74
1982,Female,75,49339,3957,COVID-19,3638,75
1982,Female,76,18416,1498,Accidents,1410,76
1982,Female,77,85950,7039,Other,6732,77
1982,Female,78,93704,7844,Heart Disease,7237,78
1982,Female,79,47441,3951,Cancer,3709,79
1982,Female,80,85057,7132,COVID-19,6647,80
1982,Female,81,93800,7815,Stroke,7581,81
1982,Female,82,90132,7791,Heart Disease,7391,82
1982,Female,83,27700,2380,COVID-19,2290,83
1982,Female,84,39385,3421,Heart Disease,3347,84
1982,Female,85,50072,4448,Cancer,4204,85
1982,Female,86,54231,4880,Cancer,4618,86
1982,Female,87,77492,7078,Diabetes,6687,87
1982,Female,88,29539,2766,Other,2626,88
1982,Female,89,98763,9181,Heart Disease,8761,89
1982,Female,90,69680,6470,Cancer,6208,90
1982,Female,91,57907,5515,Accidents,5198,91
1982,Female,92,93697,8963,Cancer,8585,92
1982,Female,93,37772,3659,Accidents,3553,93
1982,Female,94,21087,2047,Accidents,1970,94
1982,Female,95,27368,2710,Other,2573,95
1982,Female,96,69473,6934,Other,6596,96
1982,Female,97,23652,2358,Diabetes,2268,97
1982,Female,98,74054,7405,Influenza,7090,98
1982,Female,99,83068,8306,Other,8124,99
1983,Male,0,10550,41,Other,41,0
1983,Male,1,30897,110,Other,195,1
1983,Male,2,80662,495,Alzheimer's,408,2
1983,Male,3,58219,425,Other,360,3
1983,Male,4,34607,286,COVID-19,320,4
1983,Male,5,37737,329,Cancer,327,5
1983,Male,6,73926,763,Heart Disease,618,6
1983,Male,7,98123,1194,Heart Disease,1199,7
1983,Male,8,75492,887,Heart Disease,788,8
1983,Male,9,70844,924,Other,897,9
1983,Male,10,90166,1102,Stroke,1222,10
1983,Male,11,84406,1202,Alzheimer's,1016,11
1983,Male,12,49030,774,Other,716,12
1983,Male,13,10888,206,Other,166,13
1983,Male,14,43143,755,Other,719,14
